case_id,painting_id,mask_id,mask_type,category,title,opencv_telea_mse_improvement,opencv_telea_psnr_improvement,opencv_telea_ssim_improvement,lama_mse_improvement,lama_psnr_improvement,lama_ssim_improvement,stable_diffusion_inpainting_mse_improvement,stable_diffusion_inpainting_psnr_improvement,stable_diffusion_inpainting_ssim_improvement,winner_mse_improvement,winner_psnr_improvement,winner_ssim_improvement
p030_mixed_damage,p030,p030_mixed_damage,mixed_damage,architecture_structured,Interior with Five Women,31162.962799072266,19.254263031186024,,31241.20132446289,20.27216676200929,,30886.80450439453,16.855030871908024,,lama,lama,no_valid_values
p030_scratch_thin,p030,p030_scratch_thin,scratch_thin,architecture_structured,Interior with Five Women,35483.98045349121,27.19526686440445,,35459.6379699707,25.86324249816547,,31956.5302734375,9.95130455564582,,opencv_telea,opencv_telea,no_valid_values
p031_loss_large,p031,p031_loss_large,loss_large,abstraction_surrealism,Improvisation No. 30 (Cannons),16148.701782226562,10.541362409507425,,16710.189086914062,12.473380864570196,,15065.325927734377,8.255180764984829,,lama,lama,no_valid_values
p031_loss_small,p031,p031_loss_small,loss_small,abstraction_surrealism,Improvisation No. 30 (Cannons),17825.910400390625,12.590338957506304,,18224.127197265625,14.689348362916473,,17307.213989257812,10.831684929484013,,lama,lama,no_valid_values
p031_mixed_damage,p031,p031_mixed_damage,mixed_damage,abstraction_surrealism,Improvisation No. 30 (Cannons),17329.050659179688,14.241429928724475,,17533.616607666016,15.80083558792646,,16620.9189453125,11.136058567816614,,lama,lama,no_valid_values
p031_scratch_thin,p031,p031_scratch_thin,scratch_thin,abstraction_surrealism,Improvisation No. 30 (Cannons),19978.205123901367,22.025353688747288,,19969.18717956543,21.72540019263898,,18595.332397460938,11.24604673227149,,opencv_telea,opencv_telea,no_valid_values
p032_loss_large,p032,p032_loss_large,loss_large,abstraction_surrealism,Composition (No. 1) Gray-Red,2986.65625,2.262717650621818,,7296.756511688232,21.02420291043056,,7215.788330078125,17.233556078516614,,lama,lama,no_valid_values
p032_loss_small,p032,p032_loss_small,loss_small,abstraction_surrealism,Composition (No. 1) Gray-Red,5503.778564453125,4.674150403032543,,8312.230773925781,23.442355098392905,,8251.094635009766,19.263479976064385,,lama,lama,no_valid_values
p032_mixed_damage,p032,p032_mixed_damage,mixed_damage,abstraction_surrealism,Composition (No. 1) Gray-Red,2284.706817626953,7.611734978780376,,2734.12633895874,19.708135785851443,,1885.2028198242188,4.977558122776646,,lama,lama,no_valid_values
p032_scratch_thin,p032,p032_scratch_thin,scratch_thin,abstraction_surrealism,Composition (No. 1) Gray-Red,5656.185775756836,14.029498172374575,,5807.219451904297,18.57151247632283,,-136.9814453125,-0.0998615883386389,,lama,lama,no_valid_values
p033_loss_large,p033,p033_loss_large,loss_large,abstraction_surrealism,Movement,20807.654296875,6.873690731791466,,21587.26220703125,7.553678747979614,,18676.44189453125,5.424215926798793,,lama,lama,no_valid_values
p033_loss_small,p033,p033_loss_small,loss_small,abstraction_surrealism,Movement,20029.057373046875,8.307575083767471,,21517.2744140625,10.74062698977499,,21045.13720703125,9.8124399693856,,lama,lama,no_valid_values
p033_mixed_damage,p033,p033_mixed_damage,mixed_damage,abstraction_surrealism,Movement,25064.468017578125,10.557945269272984,,25920.942260742188,12.458185289277631,,25415.0517578125,11.238588003462077,,lama,lama,no_valid_values
p033_scratch_thin,p033,p033_scratch_thin,scratch_thin,abstraction_surrealism,Movement,27751.331665039062,21.506465274175326,,27748.49681091309,21.44467655625216,,25384.235107421875,10.373346336638615,,opencv_telea,opencv_telea,no_valid_values
p034_loss_large,p034,p034_loss_large,loss_large,abstraction_surrealism,Painting with Green Center,23762.18603515625,9.423408625012254,,24722.01806640625,11.055863704396597,,20263.95166015625,6.1153553608729645,,lama,lama,no_valid_values
p034_loss_small,p034,p034_loss_small,loss_small,abstraction_surrealism,Painting with Green Center,21242.189086914062,12.406286295299465,,21676.210388183597,14.179043212993532,,21135.934448242188,12.06380875616433,,lama,lama,no_valid_values
p034_mixed_damage,p034,p034_mixed_damage,mixed_damage,abstraction_surrealism,Painting with Green Center,23394.23413085937,12.55670990409408,,23961.059326171875,14.865137669006018,,22968.087768554688,11.38409374147022,,lama,lama,no_valid_values
p034_scratch_thin,p034,p034_scratch_thin,scratch_thin,abstraction_surrealism,Painting with Green Center,23587.29971313477,22.06047849410014,,23606.05989074707,22.65047003913549,,21559.227294921875,10.37778190611926,,lama,lama,no_valid_values
p035_loss_large,p035,p035_loss_large,loss_large,abstraction_surrealism,The Bewitched Mill,9811.5234375,6.554645271157381,,10581.60302734375,7.960509815905181,,9628.76708984375,6.278583984073019,,lama,lama,no_valid_values
p035_loss_small,p035,p035_loss_small,loss_small,abstraction_surrealism,The Bewitched Mill,24499.560668945312,13.705894432809211,,25104.213256835938,17.21902217139088,,24212.374267578125,12.690334278090209,,lama,lama,no_valid_values
p035_mixed_damage,p035,p035_mixed_damage,mixed_damage,abstraction_surrealism,The Bewitched Mill,17539.696044921875,9.412582723678238,,17804.547485351562,9.95197841433777,,16721.423828125,8.074466916269351,,lama,lama,no_valid_values
p035_scratch_thin,p035,p035_scratch_thin,scratch_thin,abstraction_surrealism,The Bewitched Mill,19492.67042541504,19.477920001397045,,19489.03811645508,19.407541735673615,,17707.970825195312,9.922423366247523,,opencv_telea,opencv_telea,no_valid_values
p036_loss_large,p036,p036_loss_large,loss_large,abstraction_surrealism,"Lozenge Composition with Yellow, Black, Blue, Red, and Gray",516.27001953125,0.4483854898919208,,1684.244384765625,1.675000570855607,,-1520.6064453125,-1.1022666899592153,,lama,lama,no_valid_values
p036_loss_small,p036,p036_loss_small,loss_small,abstraction_surrealism,"Lozenge Composition with Yellow, Black, Blue, Red, and Gray",2443.492919921875,5.892061913535837,,3283.1386494636536,26.249636420268335,,3229.3347702026367,17.276791440626496,,lama,lama,no_valid_values
p036_mixed_damage,p036,p036_mixed_damage,mixed_damage,abstraction_surrealism,"Lozenge Composition with Yellow, Black, Blue, Red, and Gray",3545.692626953125,6.093374202357964,,4060.42431640625,8.652991408474325,,2743.4324951171875,3.80402587276188,,lama,lama,no_valid_values
p036_scratch_thin,p036,p036_scratch_thin,scratch_thin,abstraction_surrealism,"Lozenge Composition with Yellow, Black, Blue, Red, and Gray",1971.559955596924,17.190200128517667,,1986.8554859161377,19.39765839579565,,-7839.791137695312,-6.902403901106522,,lama,lama,no_valid_values
p037_loss_large,p037,p037_loss_large,loss_large,abstraction_surrealism,In the Sea,32042.75341796875,13.63063682744562,,31426.18505859375,12.093437474189368,,32135.70556640625,13.917993769741576,,stable_diffusion_inpainting,stable_diffusion_inpainting,no_valid_values
p037_loss_small,p037,p037_loss_small,loss_small,abstraction_surrealism,In the Sea,26038.669494628903,15.522722919506588,,26346.92578125,17.817203414929892,,25585.7314453125,13.47329425603014,,lama,lama,no_valid_values
p037_mixed_damage,p037,p037_mixed_damage,mixed_damage,abstraction_surrealism,In the Sea,21914.903198242188,10.752803093272128,,23156.659729003903,14.923186233947774,,21733.58935546875,10.37805539080938,,lama,lama,no_valid_values
p037_scratch_thin,p037,p037_scratch_thin,scratch_thin,abstraction_surrealism,In the Sea,20778.46942138672,20.48779823328857,,20753.019485473636,19.93467533441813,,19806.36828613281,12.572466354418928,,opencv_telea,opencv_telea,no_valid_values
p038_loss_large,p038,p038_loss_large,loss_large,abstraction_surrealism,Mahana no atua (Day of the God),23633.928466796875,9.914409179780137,,24847.733154296875,12.52822949000537,,23407.138671875,9.562152979123349,,lama,lama,no_valid_values
p038_loss_small,p038,p038_loss_small,loss_small,abstraction_surrealism,Mahana no atua (Day of the God),24539.811584472656,15.461846612526369,,24930.455596923828,18.87179900904224,,23013.37646484375,10.51262332982216,,lama,lama,no_valid_values
p038_mixed_damage,p038,p038_mixed_damage,mixed_damage,abstraction_surrealism,Mahana no atua (Day of the God),23826.646484375,11.75829223385609,,24556.25982666016,14.187577356254682,,23694.25695800781,11.433156941246558,,lama,lama,no_valid_values
p038_scratch_thin,p038,p038_scratch_thin,scratch_thin,abstraction_surrealism,Mahana no atua (Day of the God),26804.832244873047,19.739083058806614,,26885.595169067383,21.17009295379774,,25605.602783203125,12.605589678578175,,lama,lama,no_valid_values
p039_loss_large,p039,p039_loss_large,loss_large,abstraction_surrealism,Painting with Troika,12187.85302734375,9.257669955133016,,13078.395874023438,12.65669562222156,,9586.62451171875,5.1321923691544855,,lama,lama,no_valid_values
p039_loss_small,p039,p039_loss_small,loss_small,abstraction_surrealism,Painting with Troika,18083.210815429688,12.66366565770836,,18439.229431152344,14.493712750055677,,18119.30975341797,12.81779079977731,,lama,lama,no_valid_values
p039_mixed_damage,p039,p039_mixed_damage,mixed_damage,abstraction_surrealism,Painting with Troika,30365.941528320312,13.086118575743908,,31267.281127929688,16.79633470317774,,30366.616455078125,13.087981870384215,,lama,lama,no_valid_values
p039_scratch_thin,p039,p039_scratch_thin,scratch_thin,abstraction_surrealism,Painting with Troika,24640.896286010742,21.813609795884872,,24652.15103149414,22.123665765593355,,23084.13256835937,11.589652493548764,,lama,lama,no_valid_values
p040_loss_large,p040,p040_loss_large,loss_large,abstraction_surrealism,Houses at Murnau,29661.27905273437,11.36820967839638,,28801.917236328125,10.00721315804944,,28093.213623046875,9.136983906178452,,opencv_telea,opencv_telea,no_valid_values
p040_loss_small,p040,p040_loss_small,loss_small,abstraction_surrealism,Houses at Murnau,28794.397033691406,15.420328240271456,,29086.25762939453,17.244450324784328,,28398.119506835938,13.759976142251348,,lama,lama,no_valid_values
p040_mixed_damage,p040,p040_mixed_damage,mixed_damage,abstraction_surrealism,Houses at Murnau,30494.816040039062,13.075197520233193,,30916.60913085937,14.423955389134017,,30300.582885742188,12.571646902057854,,lama,lama,no_valid_values
p040_scratch_thin,p040,p040_scratch_thin,scratch_thin,abstraction_surrealism,Houses at Murnau,29017.90608215332,22.137096613123017,,28903.977630615234,19.993210106129403,,26005.68798828125,9.61441887149924,,opencv_telea,opencv_telea,no_valid_values
p041_loss_large,p041,p041_loss_large,loss_large,high_texture_brushwork,Wheat Field with Cypresses,18409.359619140625,12.609664308656612,,18331.59631347656,12.304422283924067,,17959.410888671875,11.082781965835052,,opencv_telea,opencv_telea,no_valid_values
p041_loss_small,p041,p041_loss_small,loss_small,high_texture_brushwork,Wheat Field with Cypresses,15441.245910644531,13.966973603260632,,15437.066162109377,13.938934368988372,,15176.734130859377,12.475086139614726,,opencv_telea,opencv_telea,no_valid_values
p041_mixed_damage,p041,p041_mixed_damage,mixed_damage,high_texture_brushwork,Wheat Field with Cypresses,24349.449584960938,13.92795584744193,,24235.32287597656,13.47038914825806,,23985.401977539062,12.610417163140813,,opencv_telea,opencv_telea,no_valid_values
p041_scratch_thin,p041,p041_scratch_thin,scratch_thin,high_texture_brushwork,Wheat Field with Cypresses,26119.953979492188,16.898195178979734,,26081.765991210938,16.603890490739285,,24521.362548828125,10.948644924007882,,opencv_telea,opencv_telea,no_valid_values
p042_loss_large,p042,p042_loss_large,loss_large,high_texture_brushwork,View of Beirut,5184.239700317383,21.62911067864953,,5210.829326629639,27.4996972002573,,5099.87654876709,16.376444852595693,,lama,lama,no_valid_values
p042_loss_small,p042,p042_loss_small,loss_small,high_texture_brushwork,View of Beirut,17740.271575927734,15.68392913475433,,17786.778778076172,16.1146556483864,,17372.505493164062,13.26189872078805,,lama,lama,no_valid_values
p042_mixed_damage,p042,p042_mixed_damage,mixed_damage,high_texture_brushwork,View of Beirut,12680.769104003906,13.34880815074018,,12988.304077148438,16.36003400240859,,10572.9697265625,6.887056952033358,,lama,lama,no_valid_values
p042_scratch_thin,p042,p042_scratch_thin,scratch_thin,high_texture_brushwork,View of Beirut,22585.67236328125,12.190834970839129,,23306.14428710937,15.16984479659004,,20715.45068359375,8.595270139636856,,lama,lama,no_valid_values
p043_loss_large,p043,p043_loss_large,loss_large,high_texture_brushwork,The Card Players,23389.06884765625,10.150290885384308,,24258.14123535156,12.00447533917213,,23756.100830078125,10.839566969984334,,lama,lama,no_valid_values
p043_loss_small,p043,p043_loss_small,loss_small,high_texture_brushwork,The Card Players,26574.97540283203,16.717379522206787,,26803.696868896484,18.903924680602685,,26416.327087402344,15.664389533411748,,lama,lama,no_valid_values
p043_mixed_damage,p043,p043_mixed_damage,mixed_damage,high_texture_brushwork,The Card Players,24277.021728515625,13.85204816210005,,24410.17645263672,14.445263027697386,,23678.781372070312,11.88307897157584,,lama,lama,no_valid_values
p043_scratch_thin,p043,p043_scratch_thin,scratch_thin,high_texture_brushwork,The Card Players,29644.194564819336,20.692862784133226,,29677.715591430664,21.30519451077417,,27597.905517578125,11.13705540190308,,lama,lama,no_valid_values
p044_loss_large,p044,p044_loss_large,loss_large,high_texture_brushwork,Versailles,15768.85922241211,15.339738033927633,,15958.3984375,17.551060446041586,,14760.298461914062,10.393773443787776,,lama,lama,no_valid_values
p044_loss_small,p044,p044_loss_small,loss_small,high_texture_brushwork,Versailles,22045.582565307617,21.85814715694981,,22060.45812988281,22.32934196791904,,21587.862915039062,15.66290652687232,,lama,lama,no_valid_values
p044_mixed_damage,p044,p044_mixed_damage,mixed_damage,high_texture_brushwork,Versailles,25095.49227905273,18.457004892729422,,25226.947372436523,20.40845649533265,,24533.02899169922,14.39387861989368,,lama,lama,no_valid_values
p044_scratch_thin,p044,p044_scratch_thin,scratch_thin,high_texture_brushwork,Versailles,20893.765090942383,23.837875039464063,,20913.186714172363,24.939411972167026,,19330.773681640625,11.04412458442592,,lama,lama,no_valid_values
p045_loss_large,p045,p045_loss_large,loss_large,high_texture_brushwork,Two Girls with Parasols,24547.88537597656,11.996694053486564,,24717.889892578125,12.467578055196832,,23926.76416015625,10.612382391073371,,lama,lama,no_valid_values
p045_loss_small,p045,p045_loss_small,loss_small,high_texture_brushwork,Two Girls with Parasols,29721.33312988281,17.71220241867708,,29977.45426940918,20.72460044253826,,29736.35244750977,17.84150823097007,,lama,lama,no_valid_values
p045_mixed_damage,p045,p045_mixed_damage,mixed_damage,high_texture_brushwork,Two Girls with Parasols,24072.25390625,16.09608395070753,,24135.750366210938,16.57650444484133,,23243.29553222656,12.35379933088982,,lama,lama,no_valid_values
p045_scratch_thin,p045,p045_scratch_thin,scratch_thin,high_texture_brushwork,Two Girls with Parasols,30726.10266113281,14.739868813139184,,31045.0458984375,16.2813665010349,,28189.0546875,9.45493013958862,,lama,lama,no_valid_values
p046_loss_large,p046,p046_loss_large,loss_large,high_texture_brushwork,Boating,18686.536376953125,11.855581808172122,,19018.35595703125,13.130938676017363,,17703.577880859375,9.41572610237474,,lama,lama,no_valid_values
p046_loss_small,p046,p046_loss_small,loss_small,high_texture_brushwork,Boating,24430.26611328125,18.70430518661144,,24608.277801513672,22.01491920740713,,23165.50646972656,11.901118980604863,,lama,lama,no_valid_values
p046_mixed_damage,p046,p046_mixed_damage,mixed_damage,high_texture_brushwork,Boating,32843.79620361328,16.005521200733455,,33423.10110473633,21.02860212587325,,32570.486328125,14.788673524226157,,lama,lama,no_valid_values
p046_scratch_thin,p046,p046_scratch_thin,scratch_thin,high_texture_brushwork,Boating,32294.73373413086,21.493072097804102,,32335.85140991211,22.34581286113372,,29330.08837890625,10.077136883818492,,lama,lama,no_valid_values
p047_loss_large,p047,p047_loss_large,loss_large,high_texture_brushwork,The Dance Class,30665.153564453125,15.291388014001129,,30926.997924804688,16.71937206387397,,30394.30798339844,14.185968867117287,,lama,lama,no_valid_values
p047_loss_small,p047,p047_loss_small,loss_small,high_texture_brushwork,The Dance Class,30983.538696289062,20.384170719806043,,31113.43438720703,23.010842583342345,,30613.05047607422,16.77748856018973,,lama,lama,no_valid_values
p047_mixed_damage,p047,p047_mixed_damage,mixed_damage,high_texture_brushwork,The Dance Class,31179.87489318848,21.579299521452704,,31277.785720825195,24.16461201519905,,30623.678466796875,16.07906932853591,,lama,lama,no_valid_values
p047_scratch_thin,p047,p047_scratch_thin,scratch_thin,high_texture_brushwork,The Dance Class,35672.09262084961,23.679167873836786,,35709.89131164551,24.90646324686206,,32697.06811523437,10.588467503814837,,lama,lama,no_valid_values
p048_loss_large,p048,p048_loss_large,loss_large,high_texture_brushwork,A Farm in Brittany,27720.657470703125,14.455165766853446,,28284.35922241211,17.893217058849977,,27452.81188964844,13.451936867711195,,lama,lama,no_valid_values
p048_loss_small,p048,p048_loss_small,loss_small,high_texture_brushwork,A Farm in Brittany,24675.041564941406,19.22289584942208,,24757.711227416992,20.63026019337872,,24406.302673339844,16.435859627426172,,lama,lama,no_valid_values
p048_mixed_damage,p048,p048_mixed_damage,mixed_damage,high_texture_brushwork,A Farm in Brittany,31153.450714111328,18.099817057786307,,31317.47738647461,19.86949249710389,,30600.12158203125,14.81815935817666,,lama,lama,no_valid_values
p048_scratch_thin,p048,p048_scratch_thin,scratch_thin,high_texture_brushwork,A Farm in Brittany,34820.914611816406,19.94681066593982,,35072.45230102539,25.26879611046065,,33732.334716796875,13.864870581496165,,lama,lama,no_valid_values
p049_loss_large,p049,p049_loss_large,loss_large,high_texture_brushwork,Peonies,25158.731201171875,12.963116708749386,,26045.01315307617,17.670226074219855,,22785.93701171875,8.535865587489429,,lama,lama,no_valid_values
p049_loss_small,p049,p049_loss_small,loss_small,high_texture_brushwork,Peonies,32699.17694091797,19.785078613095205,,32548.51058959961,18.219858964453817,,32501.46459960937,17.827742347794302,,opencv_telea,opencv_telea,no_valid_values
p049_mixed_damage,p049,p049_mixed_damage,mixed_damage,high_texture_brushwork,Peonies,30912.40594482422,18.044926821981843,,30999.735290527344,18.89235219270292,,30246.68115234375,14.331622113483949,,lama,lama,no_valid_values
p049_scratch_thin,p049,p049_scratch_thin,scratch_thin,high_texture_brushwork,Peonies,37125.632232666016,24.24310355943634,,37164.24847412109,25.641377996924128,,34275.23681640625,10.95542231623333,,lama,lama,no_valid_values
p050_loss_large,p050,p050_loss_large,loss_large,high_texture_brushwork,Landscape with a Sunlit Stream,36170.44073486328,16.46662178166921,,36316.64410400391,17.30278099249465,,35462.07409667969,13.798415884977626,,lama,lama,no_valid_values
p050_loss_small,p050,p050_loss_small,loss_small,high_texture_brushwork,Landscape with a Sunlit Stream,34473.021423339844,19.98809577138776,,34377.444763183594,18.93732122597432,,34283.76159667969,18.107176962269023,,opencv_telea,opencv_telea,no_valid_values
p050_mixed_damage,p050,p050_mixed_damage,mixed_damage,high_texture_brushwork,Landscape with a Sunlit Stream,37441.743896484375,19.06495699771775,,37331.942321777344,18.15351596652429,,36709.70947265625,14.987891313463546,,opencv_telea,opencv_telea,no_valid_values
p050_scratch_thin,p050,p050_scratch_thin,scratch_thin,high_texture_brushwork,Landscape with a Sunlit Stream,42760.59780883789,24.70121530087209,,42740.879486083984,24.14860304310818,,39073.107177734375,10.489969959993202,,opencv_telea,opencv_telea,no_valid_values
